,text,Type
104,This movie looked like a good time and a fun family movie. Instead this is a SNOOZE to sit through this movie is boring with an hour and 47 minute runtime the pacing is TERRIBLE.... not even 30 minutes in I was checking my watch waiting for the movie to be OVER. There is 1 good moment in this movie but not enough to waste almost 2 hours worth of your time.,negative
105,"It's pixar trying to cross a bit with Wo-eke Anime, it's pitiful that pixar churns out what suits to a minority. Think where they started and the classics they have produced then watch this, watch it back to back with a Wall-e or a toy story (even 4)and then if you've already rated it you'll drop it by at least half.",negative
106,"Fallen from creating aspirational and dynamic stories. And displaying behavior that I wish my children to emulate, to a little girl wanting to shake her thang.Annoying voices, bad example behavior for children and to top it off, dialog that reads like the side of a cereal box.It is a shame that with all the resources available to Pixar, this annoying, trite, shallow garbage is what they churn out. In some ways that says more about the movie-going public than the studio.As a side note, this movie is targeted at children, but a child going through puberty is distinctly not a theme for children under the age of puberty.",negative
107,"Where to start? How did this concept get through. I have a feeling there a million other film ideas that could've made Pixar noticeable again.It's been sooo many years since an original thought has come through the place. And I think I know why. John Lasseter left and anything and everything is getting approved as long as it fits Disney's politics.This movie is ridiculous. Old animation in my opinion. I really haven't seen anything capturing since...oh it has been awhile.Turns into a Red Panda when she's emotional...wow what a concept.No wonder this came out on Disney + and not in theaters. It's terrible.Give the next film graduate $3 million and I can bet you 100% they'd turn out something far better than this junk.Pixar used to be the best in the industry! The absolute best! Now we get this. And all ""critics"" are raving about it because if you don't you might get canceled. No sorry. A movie that is terrible needs to realize it's terrible. Perhaps so they won't make the same mistake again.Original concepts. New animation. Creativity. Thats what we'll pay to watch. Not this second draft of an idea.Sorry. Not Oscar worthy and certainly not Pixar worthy. John Lasseter would've never let this happen.",negative
108,"I had to create an account on how sad and disappointing Pixar and Disney has become, This movie plays with spirirual things not many people understand. If you love your child, Please avoid.",negative
109,"Okay, hear me out. I've NEVER had to screen Pixar movies before because we'll they're Pixar movies of course. My 7 year old was SO excited to watch this movie today after school. Me, being the mother I am and trusting Pixar, let my daughter start the movie while I was cooking.Much to my surprise when I walked out I saw scenes where the daughter was hiding under her bed, sweating and drawing ""sexy"" photos of her and a boy. It was soooooo uncomfortable. I decided to fast forward a bit and give it a chance. Even after that there were many, many things that were obviously meant for kids age 13 and older.Unfortunately it left my 7 year old with a slew of questions I was NOT ready to answer and topics I didn't want to bring up till a later age.It's weird being in a position now where I feel like I need to screen a movie geared towards little kids, and Pixar at that, before I let my kid watch it. Not because I won't let her see it (I know she's gonna hear and see worse at school) but because I feel I will need to preface the movie with a conversation on certain topics.Weird.",negative
110,I just watched this with three daughters aged 14-6 and we all hated it. What the hell was hell was this?? I've never ever hated a Disney movie and I can truly say I HATED this movie!!! It involved kids being untruthful to their parents and twerking in the end??!!! I never write reviews but this movie is the absolute worst I can't believe I bothered with this!!!,negative
111,"I love Disney, I do and the animation is really clean and very cute but as an Asian particularly a Chinese I felt slightly offended by how Disney portrayed that certain religion and our culture. It is a little too stereotypical and ridiculous, especially in the ritual scene, it's quite offensive actually. As a Chinese person whose religion and culture are portrayed strongly in that movie, I feel really ridiculed.",negative
112,"I struggle with the fact that Pixar made this movie. I have associated Pixar movies with fun family movies. That has changed. It's not graphic but the fact that the main character howls, salivates, works up a vivid sweat over a boy (while drawing pictures, which they left up to the imagination) is disturbing to say the least. I wouldn't want my son or daughter to behave that way or be influenced by this movie. My kids love red pandas so I thought I would check this movie out with them. Turned it off and told my kids this wasn't a good movie for them to watch. I implore parents to watch this movie beforehand so you can make an informed decision about whether or not you let your children watch this movie.",negative
113,Just dont watch it. It is a bad movie that teaches bad thought processes. PG 13 should be flagged as it teaches a lot of wrong actions. Stay away if your expecting a Toy Story.,negative
114,It's aimed at pre-teen & teenagers. Yet it appears to be a cartoon for younger kids that don't need to hear teenage coming of age dialogue. Had the start of something but it was poorly advertised to be a family movie. Should be a PG-13 rating.,negative
115,Worst Disney/Pixar yet. You'll need a great amount of patience to get through it. They will have to do better than this. Maybe their better days are behind them.,negative
116,"Felt like an episode of a tween Disney show, not a movie. Horrible music, the most annoying characters and talk about cliches. If you want to make a Disney hygeine movie then do it, don't hide it in double talk and disrespect for the people that are there to help you. No heart and poor message. Yawn.",negative
117,"There are no redeeming qualities in this show. Sends 12 year old message to do whatever they want, you're a woman now because you got your period? Not to mention the crazy insane mom they put into this? It's also too intense to be a PG animation. This is a no go for me. No positive messages in this.",negative
118,Unlikeable characters marketed to Canadians but meant for China money. If you wanted to make a movie for Canadians why not use indigenous characters? Harder to make money overseas but probably would be a more important movie.It felt like a fake movie trailer in an Adam Sandler movie making fun of these kinds of movies. Amazing that all the reviews here are paid for by Disney social media interns.,negative
119,Worst Pixar movie ever and I cannot say enough about the disgusting messaging in this movie. Usually a big Disney and Pixar fan but this movie was so horrible that I am strongly reconsidering where my money goes....... So dissapointing.,negative
120,"It's beyond ridiculous that anyone could say this movie is more than five stars, the storyline is dreadful and cringe I have to say Pixar have lost their way this movie is a disaster from start to finish.",negative
121,I was looking forward to a new Pixar movie for a long time but this... this is worse than no movie at all. It was annoying. It was cringey. What happened to the studio we all loved so much?,negative
122,"This is a terrible movie. One of the worst movies for kids I've seen. It has no identity, no theme, terrible plot and story, it tries to be canadian but there is no alignment or resemblance of canadian culture. Its very confusing because its based in toronto but seems its based on chinese culture? Its just weird and confusing and it simply makes no sense. Tries very hard to virtue signal and is layerd with political messaging that you pick up on throughout. Has a girls only vibe rather than unity and clearly makes an effort for a girls only audience . And thats something even my 7 year old daughter picked up on which speaks to the foolish approach by the creators. Just awful and a major fail.",negative
123,"This IS without a doubt the worst Pixar movie ever released; annoying characters, ""comedy"" that makes you uncomfortable, plot is all over the place, bad message, and (for Pixar's standard) bad animation. I wanted to like it so bad expecting it to be better than the trailers made it seem but no, it's even worse than the trailers. One thing I did like was the cooking scene.",negative
124,"Watched with 13yr old daughter. 46 min in, we had enough. Mom acts inappropriate and is a bully. Mei Mei is disrespectful and Dad is silent bystander.I don't need to watch animation reacting to a teens first menstrual cycle & my daughter laughed continuously over how dumb the reactions were towards boys.""I feel so attacked as an 8th grader. This is so over the top.""",negative
125,"Honestly not even remotely good. I could see this being a Dreamworks movie, but Pixar should be held to such a higher standard. The last four years I'm just not feeling them anymore. I wouldn't say it's pandering... but it's just not great in the least.",negative
126,"I was watching this and I thought it was just about a girl turning into a red panda, it wasn't till a half hour in that I realized what they were going at. I don't think I'll be watching it again any time soon.",negative
127,"We were so excited to watch this with our 6 year old daughter when we first heard about it, but Disney/Pixar really screwed up with this movie. They should have said that this movie is not meant for young kids but more geared toward older children. We turned it off after maybe 15 minutes.",negative
128,"This was a tough watch. Not only was the protagonist completely unlikable and annoying, but so was the woke feminist messaging. The sentence ""My panda, my choice!"" is even screeched unironically. Not very subtle. This film was pure cringe from start to finish. Definitely at the very bottom of my Pixar tier list. I regret putting it on for my son to watch.",negative
129,"The first part of the story had a lot of potential for a great and positive message about comunication with parents, but it went down with the plot, turning into ""Do what ever you want with your desitions and your live, you are a 13 years old ADULT"" Soooo Wrong. Thats part of the degradation of our society. These big media industries should be ashamed.",negative
130,"I am a true diehard Disney fan, but this film is not one my kids will be watching. It has a couple cute moments, but it mainly consisted of kids being obnoxious and selfish...along with telling multiple boldface lies to parents, very inappropriate twerking (doesn't matter if it's in panda form...it's still inappropriate for young kids), and the main character is very disrespectful to her mother towards the end of the movie. And this is my personal opinion, but talk of a girl getting her period for the first time and mom flinging maxi pads around in several scenes just doesn't work for me...there is a place for it, but not on Disney+ where it raises questions from kids that parents might not feel they need to be asking yet...all in all, it's just a major letdown. There are better and more positive ways to show coming of age. Disney can do better.",negative
131,"Just boring , I don't know why I wasted this time on a movie , Pixar you can do better. I at least saw better , I don't think really Young childeren would get the message.",negative
132,"My expectations weren't very high for Bee Movie, but it somehow fulfilled what little hope I had that the star power would come through. Unlike Sharktale, where an equally admirable couple of talents combined voice-work (Scorsese and De Niro), Jerry Seinfeld, who co-wrote and co-produced the picture as well, has the right kind of attitude to change up the typical animated movie while not ever reinventing it. It's a tricky enterprise to recommend, because for kids it might have some wit to it that they might not really get, despite the color palette being almost as fresh as Pixar's Cars, and for adults there isn't the plethora of instantly quotable lines and unforgettable innuendo and eccentr",neutral
133,"With such great actors in the cast, you might have thought Bee Movie would be so much different from other animation movies. Instead, the same old story - a single bee from the beechive has the revelation of their well planed but still boring life, so it tries to have a different one. It goes in the city, talks to a young woman, and eventually it even sues humanity for stealing their honey. If Antz or A Bug's Life are about animal societies without changing much of the way the little bugs really live, Bee Movie presents bees driving cars, bees able to talk to humans. You might find it funny, take your children with you if you want to go see it.",neutral
134,"I don't hate this movie but it's not as perfect as everyone says. When I first saw it, I loved it but looking back, it doesn't fit me like that before. I can understand why Marlin is so much too protective against her son because he lost his wife and other children. But for a Dory (veiled by Ellen DeGeneres) was boring. Many people say that Dory is funny but I don't agree that she was irritating. I just wanted to strangle her. She kept forgetting everything. Towards the end of the film, she told Marlin (Nemo's father) that she ""Remembers stuff when it's around"" Um I have to call BS about it because the only thing she could remember was Sydney and she could",neutral
135,"Things this completely not sarcastically educational movie learned me: 1. Bees are so helpful they even build the title of the movie on a road, so a car is most likely gonna crash into it. 2. Bees have glasses and shoes. Where do they get glass and leather when apparently everybody works at Honex? 3. They have to watch birds and bats and bears, but they can't just communicate with the other animals. 4. They fly above a pond, but a fish doesn't eat them. And even if they could communicate with the fish, fishes are stupid as mud. 5. They fly by a bunch of kites, but they fly ABOVE THE BUILDINGS. They must have a LONG piece of rope. 6. Apparently bees are super intelligent, but why don't make a",neutral
136,"Finding Nemo was clever, cute, well written and definitely a technical advance in animated story telling.  It doesn't compare, however, to the first Pixar film I viewed - Toy Story.My main complaint is that the story moves through so many locations (if I can use that term for an animated movie), that by the end, everything seems rushed.  While I understand that the whole premise of the story is a journey, the writers might have been better off spending more time in three or four locales, than hurrying through 10+.  That said, my daughter loved it!6/10  (my daughter, 10/10)",neutral
137,"""Antz"" and ""A Bug's Life"" were both about individuality, then ""Bee Movie"" comes along to add to that same narrative. I'm just waiting for the termites and wasps to come out with their movie about breaking away from the hive/colony.In ""Bee Movie"" Barry (Jerry Seinfeld) doesn't want to do the job he's been assigned to do. What's more, he is repulsed by the idea that humans collect all the sweet honey bees make. Barry wants to do his own thing and he wants all bees of the world to be free to not have to make honey. To achieve that Barry takes the honey manufacturing companies to court.The biggest difference between this insect movie and the two aforementioned is that these insects are even more",neutral
138,"Barry B. Benson (Jerry Seinfeld) is a bee who has just graduated from university. He is dismayed that he must choose a job for the rest of his life without a day off. Instead of working in the hive, he joins the pollen jockeys that fly outside. Talking to humans is strictly forbidden but that's exactly what Barry does when florist Vanessa Bloome (Rene Zellweger) saves his life. He can't settle on a job for 3 whole days. He is shocked to see that humans steal honey from bees. So he decides to pursue the human race. So nature is destroyed in apocalypse.",neutral
139,"Very simple film, with a banal conspiracy but always valid and entertaining. Sometimes, however, the film is boring and boring so it is difficult to watch without going forward to hope that some scenes will end quickly.",neutral
140,"I just want to give a shout out to all insect lovers that I HATE bees! They buzz all day and sting where if you don't pay attention to the types of bees, you can die! In 1998 we had two movies involving the lives of insects with Antz (The Woody Allen cartoon) depicting the lives of none other than ants while Disney's A Bug's Life showed all the insects living in a world.Now in Bee Movie, audiences get to see the funnier side of bees along with a strange story line of how bees get their honey. Barry B. Benson (Jerry Seinfeld) lives in a beehive where its paradise from a home to a swimming pool of honey to hanging out with his buddy Adam (Matthew Broderick) in a colony where they work together",neutral
141,"Very simple film, with a banal but still valid and entertaining plot. At times, however, the film is boring and annoying so much that it is difficult to watch without moving forward to hope that some scenes will end quickly.",neutral
142,"But I expected more. I would call it entertaining and worth a watch, but not to the level of Monsters Inc. or Dreamworks Shrek. The graphics were impressive, but I left with a feeling that could have been a better movie. I went with my friend and his 5 years old and there were some parts that were a little scary for him (the age of 5 years, not my friend). He still enjoyed the movie. The story seems to resonate with the parents I spoke to who could explain why he had such a high score. I just expected a little more.",neutral
143,"It has a good story.Rather than that,it's not funny or interesting.Can't understand why it's overrated",neutral
144,"Barry B. Benson, a bee who has just graduated from the university, is disappointed by his lonely career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a New York florist. As their relationship blooms, he discovers humans eating honey, and then decides to sue us. There is a certain aspect of this film that would make people happy: It's the bright colors with candy with eyes that pop up throughout the movie! There's even this 5-minute sequence of action where we see the point of view of the bees and the great world around them! Well, it's done before in many other animated films but not like that.",neutral
145,"If you start looking at it at a critical level, you will begin to hate it. Is it riddled with major plot holes, yes, but is it light heart and fun for the family, so yes.",neutral
146,"I don't hate this movie but it's not as perfect as everybody says it is. When I first saw it I loved it but looking back on it, it just doesn't hold up to me as it did before. I can understand why Marlin is so over protective over his son because he lost his wife and other kids. But for one Dory (voiced by Ellen DeGeneres) was annoying. A lot of people say that Dory is funny but I disagree I thought she was irritating. I just wanted to strangle her. She kept on forgetting everything. At around the end of the movie she says to Marlin (Nemo's dad) that she ""Remembers stuff whenever she's around her"" Um I have to call BS on that because the only thing she could remember was Sydney and she could",neutral
147,"I distinctly remember my negative reaction to the trailers. This was never something I was that interested in watching, however, a friend of mine lent it to me, so I gave it a shot. I usually don't go for fully-animated films, especially these 3D ones, and this helps confirm my reasoning for that stance; too much focus is put upon the visuals, and the audience does so much ""ooh"" and ""ahh""-ing that they forget the actual quality. Now, it's been a while since I last watched his show, though I don't recall Seinfeld(also, about him, he should not yell again... or talk in a ""ghetto"" fashion... or make another full-length movie, at least without practice or something) spelling out his punchlines l",neutral
148,"I remember the first time I saw this movie Pixar when it came out when I was in primary school. I thought it was good at the time, but nothing special. And didn't have the impact on me during my childhood like the movie ""Lion King"" or the first ""Toy Story"" did. I didn't think it was a bad film at the time but wasn't enthusiastic about it to the point that I wanted to see it a second time. Now, seeing it as an adult in 3D my opinions about this film is still pretty much the same but I like it a little more. So the story is on a Clown fish that loses its only son and it goes through the ocean with a friendly fish named Dory played by Ellen DeGeneres.",neutral
149,"Let's see, we have A Bug's Life, then Antz, then the insect animated films gave way to a host of animal talkies, including dancing penguins, cows with confused genetic makeup, and zoo animals thinking they're better off in the wild, chef rats, amongst an array of hits and misses, recycling the same old tactics and game plan to snare the movie going audience.Wise-cracking animals, check. Pop culture references, check. CG animation that resembles the real world, check. Celebrity voices, let's see, we have Jerry Seinfeld, Renee Zellweger, Matthew Broderick, John Goodman, Chris Rock, Larry King, Ray Liotta, Sting, Barry Levinson, Kathy Bates, and even Oprah Winfrey. But we all know by now that y",neutral
150,"A 2007 American animated film directed by Steve Hickner and Simon J. Scomum. The film tells the story of Barry B. Benson, a university graduate bee who has been deceived with the prospect of having a single career choice: making honey. One day, Barry manages to leave the hive where the bees lived in Central Park and his life is saved by a woman, Vanessa, a good-hearted florist in New York. As their relationship flourishes, Barry becomes aware of the human world and soon finds that people are consuming the honey that bees struggle to make. Armed with this information, Barry realizes that he really calls a",neutral
151,"On the first day of school, his father caught him not being with the group and he and his friends had a contest to see who could get close to ""the ass"" (a boat). Nemo's father got so angry, to prove that he was enrolled, Nemo swims and touches ""the ass"". He was captured by diving divers and put in a tank in a dentist's office. He met a lot of crazy fish and it was a fun movie about Nemo.",neutral
152,"There are some new jokes in this movie, but they just used the same formula they used since Walt was a boy. When Shrek came out for the first time, I thought - wow! Disney made a big jump here. It was smart, satirical, and hugely funny. Then, when Monster's Ink, Toy Story 2 and then Find Nemo came out, he made me remember every Disney pulled by hand since the 1940s - there are always two people, usually men, a big person and a small person, at first they don't get along, and at the end they realize the most important thi",neutral
153,"Many of the earliest screen savers were of fish tanks - so perhaps it's fitting than an early computer-animated movie should have told a story of tropical fish. Some of Pixar's movies have had dark, poetic sides to them; but 'Finding Nemo' is a straight up children's adventure, with a whole shoal of colourful characters, a fast pace, and a positive, upbeat message. A few things made me smile but to me this is vanilla Pixar; there's a one dimensional story here, with little underlying depth, and the gorgeous animation is something we have come to take for granted from this studio. Compare, for example, the opening of this film and that of their later movie 'Up'; they cover similar ground, but",neutral
154,"Bee Movie has that typical set up that we've see in many other computer animated films of recent years. A small hero (usually male) inhabits a world in which all is perfect in its systematic working and setting; a resemblance of a world in which everything within the boundaries of home is 'good' and works to an efficient degree whereas most things outside of it are strange, unknown and to be left alone. Monster's Inc. had its factory fuelled by 'screams'; Finding Nemo had its patch at the bottom of the sea of which Nemo's father inhabited with Nemo following a prior tragedy involving family death and now Bee Movie has its hive in which pollen is brought in and honey is produced through an ar",neutral
155,"Even as a kid sitting in the theater seeing this movie not once or twice, but three times, I can distinctly remember becoming quite antsy before the end. It's a slower-paced movie than a lot of the other Pixar films and, quite frankly, it bored me a lot. My mother liked it, so I went along with it, but it was never my kind of thing.It's a beautifully animated film that's appealing to look at, and it hasn't lost a bit of its quality in that regard with the passing of time. The voice acting is great and, according to Google, it was scored by Randy Newman (who, yet again, I'm not a big fan of). But the biggest appeal of this film is Ellen Degeneres playing the forgetful fish Dory. She was the c",neutral
156,"I can't say I didn't like this film, but I expected more. I thought the ice age did a better job of entertaining adults. I had more humor and was better performed for adults - and also satisfied children. Both films were also out of it visually. As for Nemo, visually A+. And I thought it was touching moments. I didn't find Dory as funny. Okay, she has a short-term memory loss. I didn't have fun. After leaving the theater, I recalled how my mother wanted my father to take her to see this film. My wife and I thought he would like it. And I thought no, I don't think he would. It was too much of a children's film.",neutral
157,"Being a film that titillated female viewers, children, and even some men alike, ""Finding Nemo""'s awe-inspiring animation and wonderful voice work may have caste the illusion that this well-made little film is something of a masterpiece. In reality, Nemo floats well, but there's not much beneath the surface, making it an enjoyable but over-hyped cgi flick.The film borrows heavily the pacing formula of the brilliant ""Toy Story"", and that's not really a bad thing. What gives the film it's mass appeal is undoubtedly, aside from the stunning graphics, the characters. Although I couldn't really connect with them, I can see why so many enjoy watching them. Dorry is the conventional half-wit (Sid fr",neutral
158,"It seems that all computer animated films behave very well, while hand-drawn films seem to be either direct video suites that nobody wanted, box-office bombs, or have horrible ideas. Finding Nemo could soon be the most confusing animated film ever, simply because it's easy to watch. It's not as good as other Pixar films because it lacks the key ingredient that made Toy Story and Monsters, Inc. work so well. Most children were never afraid of being taken by a man and put in a fish tank in a dentist's office.",neutral
159,I found the story a little simple but good to watch. I didn't fully enjoy this Disney animated film. The caste selection was great. They were really connected to their respective characters.This Disney animated film reveals to viewers the importance of the places. It's really important to live everything the world has to offer in life. People who are in my life try to keep me from living places unknown to the world. The location of the world also carries knowledge for everyone. It's a correct Disney animated film for everyone to watch and enjoy.,neutral
160,"Finding Nemo: 6/10: As a kid's movie Finding Nemo is great. If somehow your munchkins don't already own a copy, have the toys or God forbid seen the ice show (there is something about fish on ice that's a bit creepy. Funny but creepy.) Feel free to buy a copy. You'll get your moneys worth, as the little animatrons will undoubtedly view it endlessly.But as an adult with no little minds of my own to feed the movie left me wanting. For one thing I've seen it before... about a hundred times before. Parent loses kid, kid loses dog, dog loses family, family loses toy, and so forth. Then the endless journey filled with danger, setbacks and endless comic relief characters begins. Finding Nemo, at le",neutral
161,"My main complaint is that the story moves through so many places (if I can use this term for an animated film), that by the end, everything seems in a hurry.Although I understand that the whole premise of the story is a journey, writers could have spent more time in three or four localities, than hurrying through 10+. That said, my daughter loved it! 6/10 (my daughter, 10/10)",neutral
162,"It's Jerry Seinfeld for crying out loud, he only does gold! You've seen the commercials, trailers and advertisements: ""Bee Movie is a hit"". Come on, what did you expect? Hopefully nothing less than, ""yeah it was pretty funny"". That's what all these animated movies are like. How can you judge one above the other? There have been so many to this point, it's like they're all the same.Bee Movie is a cute little movie about the life of working bees that come across a corporation selling their honey. Jerry Seinfeld's character Barry decides to talk to the humans, and once he discovers the ""stealing"" of the honey, he starts a lawsuit against the humans... this can only be animated. Come on! It's cu",neutral
163,"Although this film is essentially a giant word game, it had a very good message, but similar to Wall-E and Happy Feet, the message will be ignored because of the fact that humans are just too heartless to care about it. I am also confident that it could have been done much better. The writing was not terrible but overall felt as they did not look at it enough times because the film felt like the equivalent of a conference telling you something you already know or something so obvious that you should already know it, but presented in a way to try to make it more enjoyable. Visually there wasn't much to say.",neutral
164,"Don't get me wrong I enjoyed the movie. But I expected more. I would call it entertaining and worth a watch, but not up to the level of Monsters Inc. or Dreamworks Shrek. The graphics were awesome, but I left with a feeling that is could have been a better movie. I went with my friend and his 5 year old and there were some parts that were a bit scary for him (the 5 year old, not my friend). He still enjoyed the movie however. The story seems to resonate with the parents I talked to which may explain why it has such a high rating. I just expected a little more.",neutral
165,"Barry B. Benson (Jerry Seinfeld) is a bee who just graduated from college. He is dismayed that he has to pick one job for the rest of his life without a day off. Instead of working in the hive, he joins the pollen jockeys who fly outside. Talking to humans is strictly forbidden but that's exactly what Barry does when florist Vanessa Bloome (Renأ©e Zellweger) saves his life. He can't settle on a job for 3 whole days. He is shocked to find that humans are stealing honey from bees. So he decides to sue the human race. Then nature is destroyed in an apocalypse. How fun!Jerry Seinfeld is being Jerry Seinfeld except he's a bee. Talking to humans diminishes the magic of the bee world. It's not that",neutral
166,"In reality, Nemo floats well, but there is not much under the surface, which makes it a pleasant but exaggerated film.The film strongly borrows the formula of pacing of the brilliant ""Toy Story"", and it's not really a bad thing. What gives the film the attraction of mass without doubt, apart from the amazing graphics, the characters. Although I couldn't really connect with them, I can see why so many people like to watch them. Dorry is the conventional half-width (sid fr)",neutral
167,"Even a child sitting in the theater, seeing this film not once or twice, but three times, I can clearly remember that I became pretty dumb before the end. It's a film slower than many other movies Pixar and, frankly, it bothers me a lot. My mother loved it, so I followed it, but it was never my kind of thing.It's a beautifully animated film that is attractive to watch, and it hasn't lost a little of its quality in this regard with the passage of time. The voice is great and, according to Google, it was marked by Randy Newman (which, again, I'm not a big fan of).",neutral
168,"Some of Pixar's films have had dark and poetic sides; but 'Find Nemo' is a children's adventure straight up, with a bench of colorful characters, a fast rhythm, and a positive and optimistic message. Some things made me smile but for me it's the Vanilla Pixar; there's a dimensional story here, with little depth, and the magnificent animation is something we came to take for granted from this studio. Compare, for example, the opening of this film and that of their latest movie 'Up'; they cover a similar field, but they're not the only ones that we've had.",neutral
169,"Unlike Sharktale, where an equally admirable couple of combined voice-work talents (Scorsese and De Niro), Jerry Seinfeld, who co-wrote and co-produced the image as well, has the right attitude to change the typical animation film while never reinventing it. It's a difficult business to recommend, because for children it might have a bit of mind that they could not really get, although the color palette is almost as fresh as Pixar's cars, and for adults there is not the plethora of instantly quotaable and unforgettable lines Innuendo and eccentr",neutral
170,"This is great entertainment, don't get me wrong, but i can't help feeling that Disney is cheating the consumer by making movies more like products than artworks. There are some new jokes in this movie, but they've just used the same formula they've been using since Walt was a boy.
When Shrek first came out, i thought - wow! Disney has taken a big leap here. It was clever, satirical, and hugely funny.Then, when Monster's Ink, Toy Story 2 and then Finding Nemo came out, it made me remember every single handdrawn Disney since the forties - there's always two people, usually males, a big person and a little person, at first they don't get along, and at the end they realise the most important thi",neutral
171,"Shaun Munro's Reviews (ShaunMunro.co.uk): The idea of anthropomorphism is certainly not new in animation cinema, but in Bee Movie, written by Jerry Seinfeld, giant of comedy, we are pushed to ask – is it a step too far? Bee Movie is essentially an allegory of human existence. Our protagonist, Barry Benson (Jerry Seinfeld), a bee, recently graduated and became deprisoned with the idea of making honey for the rest of his life. Through a series of events, Benson comes to learn that humans eat honey, and as such, strives to pursue the human race.",neutral
172,"In order to make his decision, he flies outside, sees the world, meets the man, has accidents and finally decides to chase the man for illegally using honey honey. The story is good, enriched by a few humorous and intelligent dialogues. The visual meets the current standard of the digital film, with some magnificent scenes. The audio is also pleasant although the distribution of the voice should be better. It seems that there are many positive aspects, but the film itself does not leave me any impression. It is predictable and routine. It is pleasant, but far from being great. I can only recommend Bee film fo",neutral
173,"Instead, it's not funny or interesting.I can't understand why it's overrated.",neutral
174,"I remember the first time I saw this Pixar movie when it first came out when I was in elementary school. I thought it was alright back then but nothing special. And didn't have the impact on me during my childhood like the movie ""Lion King"" or the first ""Toy Story"" did. Didn't think it was a bad film back then but wasn't enthusiastic about it to the point I wanted to see it a second time. Now seeing it again as an adult in 3D my opinions about this movie is still about the same but I appreciate it a bit more. So the story is about a Clown fish that loses his only son and he goes across the ocean with a friend fish named Dory played by Ellen DeGeneres. Who did a amazing job with her role, in ",neutral
175,"Finding Nemo is an okay movie. The idea is good and original, butthe beginning is very sad and too much of the same thing washappening. The very funny parts were in the fish tank that Nemogets captured in.What happens is that Nemo is a an only child, or only fish, if youwant to say that. He lives with his overprotective father. On the firstday of school his dad catches him not being with the group and heand his friends are having a contest to see who can get closer to""the butt"" (a boat). Nemo's dad gets mad so, to prove that he'sbrave, Nemo swims up and touches ""the butt"". He gets capturedby scuba divers and put in a tank in a dentist's office. He meetsmany crazy fish and it's a fun movie on",neutral
176,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.There's a certain aspect about this film that would make people happy: It's the lively colors with popping eye candy throughout the film! There's even this 5 minutes action sequence where we see the point of view of the bees and the large world around them! Well, it's done before in many other animated movies but none like this.However, the plot is a bit, well, ridiculous an",neutral
177,"Bee Movie tell us the story of an young bee who stands in front of the crossroad of his life when he graduates and has to choose his career. To make his decision, he flies outside, sees the world, meets human, has accidents and eventually decides to sue human for using bee honey illegally. The story is good, enriched by some humour & intelligent dialogues. The visual meets current standard of digital movie, with some gorgeous scenes. The audio is also nice although the voice cast should be better. It seems there is a lot of positive aspects, but the movie itself as a whole leaves me no impression. It's predictable and routine. It is nice, but far from great. I can only recommend Bee movie fo",neutral
178,"The line between fantasy and reality is becoming rapidly blurred. It seems that all computer-animated movies are doing extremely well, while the hand-drawn ones seem to be either direct-to-video sequels nobody wanted, box office bombs, or have horrendous ideas. Finding Nemo may soon be the highest grossing animated movie ever, simply because it's easy to look at. It's not as good as Pixar's other movies because it lacks the one key ingredient that made Toy Story and Monsters, Inc. work so well. Most kids never feared of being taken away by a man and being put into a fish tank in a dentist's office. However, I don't think there's a child alive who never thought that their toys moved when they",neutral
179,"I clearly remember my negative reaction to the trailers. It was never something I was interested in watching, however, one of my friends lent it to me, so I gave him a shot. I usually don't go for fully animated films, especially those in 3D, and that confirms my reasoning for this position; too much focus is put on the visuals, and the audience does so ""ooh"" and ""ahh""-ing that they forget the real quality. Now, it's been a while since I haven't watched his last show, although I don't remember Seinfeld (also, about him, he shouldn't scream again... or talk about a ""ghetto"" mode... or make another feature, at least without practice or something) spelling his punches l",neutral
180,"I am in my mid-thirties and have always enjoyed the Pixar movies. Can't say i didn't like this movie but I was expecting more. I thought Ice Age for example did a better job of entertaining adults. Had more humor and was better executed for adults - and also satisfied children. Both movies also were out of this would visually.As for Nemo, Visually A+. And I did think it had it's touching moments. I didn't find Dory all that funny. Okay she has short term memory loss. Didn't amuse me.After leaving the theater I recalled how my mom wanted my dad to take her to see this movie. My wife and I thought would he enjoy it. And I thought no, I don't think he would. It was too much of a kids movie. And",neutral
181,"""Antz"" and ""A Bug's Life"" were both about individuality, then ""Bee Movie"" is added to this same story. I'm just waiting for the termites and wasps to go out with their movie on the breakup of the hive/colonie. In ""Bee Movie"" Barry (Jerry Seinfeld) doesn't want to do the work assigned to him. Moreover, he's pushed back by the idea that humans collect all honey bees. Barry wants to do his own thing and he wants all the bees in the world to be free not to make honey. To realize that Barry takes the honey companies in court. The biggest difference between this insect film and the two above is that these insects are even more important.",neutral
182,"2. Bees have glasses and shoes. Where do they have glass and leather when apparently everyone works in Honex? 3. They have to look at birds, bats and bears, but they can't only communicate with other animals. 4. They fly over a pond, but a fish doesn't eat them. And even if they can communicate with fish, fish are stupid as mud. 5. They fly through a bunch of kites, but they fly ABOVE THE BUILDINGS. They must have a piece of LONG rope. 6. Apparently bees are super smart, but why not make a movie.",neutral
